ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,trgsat_bg,tn_bg,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
296,2026-05-12T21:54:56.701700+00:00,browsing,ISL,10.98,20.78,10.98,0.9736,0.0264,16.096,28.175,0.6364,0.3636,0.6091,0.3239,0,0.9667,0.0167,0.0167,1.1,0.48,-0.04005,-0.07806,0,0.9667,0.0167,0.0167,0.319,0.375,-0.06814,-0.17856,0,0.963,0.0203,0.0167,0.975,0.55,-0.10245,-0.1835,2.394,18.49,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9641,0.0192,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8985,0.0765,0.025,18.783,0.0,0.0,0.0,653.089,324.489,885.627
297,2026-05-12T21:55:06.713434+00:00,browsing,ISL,15.004,21.021,15.004,0.975,0.025,19.913,28.474,0.5885,0.4115,0.5926,0.3291,0,0.9667,0.0167,0.0167,0.784,0.48,-0.07163,-0.14423,0,0.9667,0.0167,0.0167,0.37,0.375,-0.06299,-0.16392,0,0.9641,0.0192,0.0167,0.558,0.55,-0.14417,-0.26907,1.712,21.625,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9653,0.018,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8985,0.0765,0.025,22.599,0.0,0.0,0.0,653.089,324.489,885.627
298,2026-05-12T21:55:16.893810+00:00,browsing,GND,1.934,15.28,15.28,0.975,0.025,6.65,22.791,0.7741,0.2259,0.5758,0.3343,0,0.9667,0.0167,0.0167,0.481,0.2057,-0.00193,-0.00846,0,0.9667,0.0167,0.0167,0.519,0.1607,0.02189,0.11565,0,0.8985,0.0765,0.025,0.151,0.1414,-0.02488,-0.17237,1.151,23.942,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9653,0.018,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,9.336,16.141,0.52,14.606,669.231,325.009,900.233
299,2026-05-12T21:55:26.910016+00:00,browsing,ISL,15.794,24.504,15.794,0.9752,0.0248,20.329,32.074,0.6121,0.3879,0.559,0.3395,0,0.9667,0.0167,0.0167,1.367,0.48,-0.0133,-0.02525,0,0.9667,0.0167,0.0167,1.736,0.375,0.07355,0.16256,0,0.9653,0.018,0.0167,1.091,0.55,-0.0909,-0.16104,4.194,24.522,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9662,0.0171,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,23.015,0.0,1.507,1.507,669.231,326.516,901.74
300,2026-05-12T21:55:36.928389+00:00,browsing,ISL,9.404,21.073,9.404,0.9752,0.0248,13.771,28.704,0.6758,0.3242,0.542,0.3448,0,0.9667,0.0167,0.0167,0.695,0.48,-0.08052,-0.16366,0,0.9667,0.0167,0.0167,0.619,0.375,-0.03809,-0.09587,0,0.9662,0.0171,0.0167,0.594,0.55,-0.14055,-0.26136,1.908,15.68,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,16.458,0.0,0.0,0.0,669.231,326.516,901.74
301,2026-05-12T21:55:46.950649+00:00,browsing,ISL,26.686,24.262,26.686,0.9752,0.0248,30.897,31.954,0.5084,0.4916,0.525,0.35,1,0.9667,0.0167,0.0167,4.166,0.6857,0.26662,0.30006,0,0.9667,0.0167,0.0167,0.546,0.375,-0.04539,-0.11535,0,0.9667,0.0167,0.0167,0.871,0.55,-0.11289,-0.20424,5.583,36.48,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,32.585,0.0,2.897,3.895,669.231,329.413,905.636
302,2026-05-12T21:55:56.986918+00:00,browsing,ISL,12.186,19.264,12.186,0.9752,0.0248,16.251,27.019,0.6244,0.3756,0.508,0.3552,0,0.9667,0.0167,0.0167,0.597,0.48,-0.09026,-0.1854,0,0.9667,0.0167,0.0167,0.45,0.375,-0.05495,-0.14143,0,0.9667,0.0167,0.0167,0.75,0.55,-0.12504,-0.22893,1.797,18.048,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,18.937,0.0,0.0,0.0,669.231,329.413,905.636
303,2026-05-12T21:56:06.997720+00:00,browsing,ISL,10.029,22.294,10.029,0.9753,0.0247,13.958,30.112,0.6833,0.3167,0.491,0.3605,0,0.9667,0.0167,0.0167,0.56,0.48,-0.09395,-0.19378,2,0.9667,0.0167,0.0167,3.459,0.75,0.24592,0.25859,0,0.9667,0.0167,0.0167,0.706,0.55,-0.12943,-0.23799,4.725,18.684,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,16.645,0.0,2.039,2.039,669.231,331.452,907.675
304,2026-05-12T21:56:17.010270+00:00,browsing,ISL,17.621,26.197,17.621,0.9753,0.0247,21.425,34.079,0.614,0.386,0.4742,0.3657,0,0.9667,0.0167,0.0167,1.035,0.48,-0.04646,-0.09115,0,0.9667,0.0167,0.0167,0.657,0.375,-0.03432,-0.08595,0,0.9667,0.0167,0.0167,0.944,0.55,-0.10563,-0.18976,2.636,24.061,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,24.111,0.0,0.0,0.0,669.231,331.452,907.675
305,2026-05-12T21:56:27.038876+00:00,browsing,ISL,15.637,20.81,15.637,0.9753,0.0247,19.323,28.758,0.5981,0.4019,0.4574,0.3709,0,0.9667,0.0167,0.0167,0.983,0.48,-0.05172,-0.10201,0,0.9667,0.0167,0.0167,0.773,0.375,-0.02275,-0.05615,0,0.9667,0.0167,0.0167,0.774,0.55,-0.12259,-0.22389,2.529,21.852,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,22.009,0.0,0.0,0.0,669.231,331.452,907.675
306,2026-05-12T21:56:37.074981+00:00,browsing,ISL,14.393,22.985,14.393,0.9753,0.0247,17.97,31.0,0.633,0.367,0.4409,0.3761,0,0.9667,0.0167,0.0167,0.625,0.48,-0.08755,-0.17931,0,0.9667,0.0167,0.0167,0.628,0.375,-0.0372,-0.09353,0,0.9667,0.0167,0.0167,0.825,0.55,-0.11746,-0.21344,2.078,20.048,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,20.656,0.0,0.0,0.0,669.231,331.452,907.675
307,2026-05-12T21:56:47.099633+00:00,browsing,ISL,14.566,25.704,14.566,0.9753,0.0247,18.042,33.786,0.6519,0.3481,0.4246,0.3813,0,0.9667,0.0167,0.0167,0.434,0.48,-0.10661,-0.22301,0,0.9667,0.0167,0.0167,0.4,0.375,-0.05997,-0.1554,0,0.9667,0.0167,0.0167,1.442,0.55,-0.05584,-0.09582,2.276,20.318,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,20.728,0.0,0.0,0.0,669.231,331.452,907.675
308,2026-05-12T21:56:57.115703+00:00,browsing,ISL,19.892,25.925,19.892,0.9754,0.0246,23.273,34.075,0.5942,0.4058,0.4085,0.3865,0,0.9667,0.0167,0.0167,1.42,0.48,-0.00797,-0.01506,0,0.9667,0.0167,0.0167,0.396,0.375,-0.06041,-0.15663,0,0.9667,0.0167,0.0167,0.854,0.55,-0.1146,-0.20767,2.67,25.944,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,25.96,0.0,0.0,0.0,669.231,331.452,907.675
309,2026-05-12T21:57:07.148423+00:00,browsing,ISL,12.051,14.285,12.051,0.9754,0.0246,15.345,22.504,0.5946,0.4054,0.3928,0.3917,0,0.9667,0.0167,0.0167,1.089,0.48,-0.04113,-0.08025,0,0.9667,0.0167,0.0167,0.706,0.375,-0.02937,-0.07309,0,0.9667,0.0167,0.0167,1.038,0.55,-0.09621,-0.1713,2.833,18.178,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,18.031,0.0,0.147,0.147,669.231,331.599,907.821
310,2026-05-12T21:57:17.160885+00:00,browsing,ISL,15.977,25.542,15.977,0.9754,0.0246,19.19,33.832,0.6381,0.3619,0.3775,0.3968,0,0.9667,0.0167,0.0167,0.46,0.48,-0.10402,-0.21697,0,0.9667,0.0167,0.0167,0.374,0.375,-0.06262,-0.16285,0,0.9667,0.0167,0.0167,1.196,0.55,-0.08044,-0.14114,2.029,21.219,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,21.876,0.0,0.0,0.0,669.231,331.599,907.821
311,2026-05-12T21:57:27.171303+00:00,browsing,ISL,10.882,22.508,10.882,0.9754,0.0246,14.019,30.869,0.6877,0.3123,0.3625,0.402,0,0.9667,0.0167,0.0167,0.506,0.48,-0.09941,-0.20627,0,0.9667,0.0167,0.0167,0.494,0.375,-0.05058,-0.12943,0,0.9667,0.0167,0.0167,0.818,0.55,-0.11825,-0.21505,1.818,15.837,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,16.706,0.0,0.0,0.0,669.231,331.599,907.821
312,2026-05-12T21:57:37.182827+00:00,browsing,ISL,14.874,25.81,14.874,0.9754,0.0246,17.942,34.243,0.6562,0.3438,0.348,0.4071,0,0.9667,0.0167,0.0167,0.754,0.48,-0.07459,-0.15066,0,0.9667,0.0167,0.0167,0.516,0.375,-0.0484,-0.12347,0,0.9667,0.0167,0.0167,1.468,0.55,-0.05318,-0.09104,2.738,20.68,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,20.628,0.0,0.052,0.052,669.231,331.651,907.873
313,2026-05-12T21:57:47.208670+00:00,browsing,ISL,16.147,25.836,16.147,0.9754,0.0246,19.15,34.342,0.642,0.358,0.334,0.4122,0,0.9667,0.0167,0.0167,0.702,0.48,-0.07979,-0.16205,0,0.9667,0.0167,0.0167,1.274,0.375,0.0274,0.0637,0,0.9667,0.0167,0.0167,0.677,0.55,-0.13232,-0.24402,2.653,21.803,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,21.836,0.0,0.0,0.0,669.231,331.651,907.873
314,2026-05-12T21:57:57.230353+00:00,browsing,ISL,19.518,24.371,19.518,0.9754,0.0246,22.462,32.951,0.5946,0.4054,0.3205,0.4172,0,0.9667,0.0167,0.0167,2.244,0.48,0.07441,0.13061,0,0.9667,0.0167,0.0167,0.274,0.375,-0.07257,-0.19135,0,0.9667,0.0167,0.0167,0.607,0.55,-0.13932,-0.25875,3.125,25.587,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,25.148,0.0,0.439,0.439,669.231,332.089,908.312
315,2026-05-12T21:58:07.239817+00:00,instagram,ISL,21.125,22.61,21.125,0.9717,0.0283,24.013,31.264,0.5656,0.4344,0.3075,0.4223,0,0.9667,0.0167,0.0167,0.689,0.5333,-0.08107,-0.16489,0,0.9667,0.0167,0.0167,1.366,0.4167,0.03662,0.08423,0,0.8147,0.0927,0.0927,5.125,0.8889,0.31248,0.30125,7.18,31.194,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8208,0.0896,0.0896,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,31.481,0.0,0.0,0.0,669.231,332.089,908.312
316,2026-05-12T21:58:17.253988+00:00,instagram,GND,14.58,14.476,14.476,0.9723,0.0277,17.417,23.206,0.5713,0.4287,0.2952,0.4273,2,0.9667,0.0167,0.0167,2.344,0.7619,0.18439,0.21673,0,0.9667,0.0167,0.0167,0.278,0.1786,-0.00221,-0.01244,1,0.8306,0.1209,0.0485,0.398,0.381,-0.00016,-0.00041,3.02,26.227,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8208,0.0896,0.0896,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,23.937,5.789,2.29,2.29,675.02,334.379,910.602
317,2026-05-12T21:58:27.274181+00:00,instagram,ISL,9.071,20.633,9.071,0.9733,0.0267,11.862,29.439,0.7128,0.2872,0.2835,0.4322,0,0.9667,0.0167,0.0167,0.688,0.5333,-0.08118,-0.16513,0,0.9667,0.0167,0.0167,0.595,0.4167,-0.04047,-0.10218,0,0.8208,0.0896,0.0896,4.939,0.8889,0.29392,0.28568,6.223,18.085,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8269,0.0866,0.0866,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,19.33,0.0,0.0,0.0,675.02,334.379,910.602
318,2026-05-12T21:58:37.306710+00:00,instagram,ISL,19.137,24.106,19.137,0.975,0.025,21.886,32.99,0.6012,0.3988,0.2724,0.4371,0,0.9667,0.0167,0.0167,0.641,0.5333,-0.08593,-0.17569,0,0.9667,0.0167,0.0167,0.548,0.4167,-0.04516,-0.11471,0,0.8269,0.0866,0.0866,5.118,0.8889,0.31181,0.30068,6.307,28.194,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8327,0.0837,0.0836,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,29.354,0.0,0.0,0.0,675.02,334.379,910.602
319,2026-05-12T21:58:47.336801+00:00,instagram,ISL,15.057,26.176,15.057,0.9751,0.0249,17.767,35.137,0.6642,0.3358,0.2621,0.442,0,0.9667,0.0167,0.0167,1.773,0.5333,0.02727,0.04987,1,0.9667,0.0167,0.0167,0.702,0.5556,-0.02982,-0.05517,0,0.8327,0.0837,0.0836,5.405,0.8889,0.34045,0.32426,7.879,25.646,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8382,0.0809,0.0809,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,25.235,0.0,0.412,0.412,675.02,334.791,911.013
320,2026-05-12T21:58:57.365450+00:00,instagram,ISL,14.322,26.039,14.322,0.9751,0.0249,16.998,35.079,0.6736,0.3264,0.2524,0.4469,0,0.9667,0.0167,0.0167,1.095,0.5333,-0.04047,-0.07892,0,0.9667,0.0167,0.0167,0.427,0.4167,-0.05726,-0.14785,0,0.8382,0.0809,0.0809,5.794,0.8889,0.37942,0.35547,7.317,24.314,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8434,0.0783,0.0783,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,24.465,0.0,0.0,0.0,675.02,334.791,911.013
321,2026-05-12T21:59:07.401250+00:00,instagram,ISL,16.677,26.245,16.677,0.9751,0.0249,19.321,35.364,0.6467,0.3533,0.2435,0.4517,0,0.9667,0.0167,0.0167,1.883,0.5333,0.03831,0.06936,2,0.9667,0.0167,0.0167,4.526,0.8333,0.35262,0.35287,0,0.8434,0.0783,0.0783,5.203,0.8889,0.32029,0.30772,11.612,30.933,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8487,0.0756,0.0756,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,26.789,0.0,4.145,4.145,675.02,338.935,915.158
322,2026-05-12T21:59:17.422218+00:00,instagram,ISL,18.905,24.077,18.905,0.9752,0.0248,21.521,33.275,0.6073,0.3927,0.2354,0.4564,0,0.9667,0.0167,0.0167,1.343,0.5333,-0.01572,-0.02992,0,0.9667,0.0167,0.0167,1.012,0.4167,0.00121,0.00289,0,0.8487,0.0756,0.0756,6.009,0.8889,0.40091,0.37227,8.364,29.885,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8536,0.0732,0.0732,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,28.989,0.0,0.896,0.896,675.02,339.832,916.054
323,2026-05-12T21:59:27.440706+00:00,instagram,ISL,17.748,26.139,17.748,0.9752,0.0248,20.339,35.418,0.6352,0.3648,0.2281,0.4612,0,0.9667,0.0167,0.0167,0.744,0.5333,-0.07563,-0.15293,0,0.9667,0.0167,0.0167,0.699,0.4167,-0.03005,-0.07486,0,0.8536,0.0732,0.0732,5.142,0.8889,0.31421,0.30268,6.585,26.924,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8586,0.0707,0.0707,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,27.806,0.0,0.0,0.0,675.02,339.832,916.054
324,2026-05-12T21:59:37.471822+00:00,instagram,ISL,8.796,20.689,8.796,0.9752,0.0248,11.366,30.05,0.7256,0.2744,0.2216,0.4658,0,0.9667,0.0167,0.0167,1.069,0.5333,-0.04311,-0.08429,0,0.9667,0.0167,0.0167,0.923,0.4167,-0.00766,-0.01856,0,0.8586,0.0707,0.0707,5.361,0.8889,0.33609,0.32071,7.353,18.719,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8635,0.0683,0.0683,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,18.833,0.0,0.0,0.0,675.02,339.832,916.054
325,2026-05-12T21:59:47.510199+00:00,instagram,ISL,14.618,24.252,14.618,0.9752,0.0248,17.169,33.694,0.6624,0.3376,0.2159,0.4704,0,0.9667,0.0167,0.0167,0.668,0.5333,-0.08322,-0.16965,0,0.9667,0.0167,0.0167,0.354,0.4167,-0.06459,-0.16844,0,0.8635,0.0683,0.0683,6.126,0.8889,0.41258,0.38128,7.148,24.316,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8679,0.0661,0.0661,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,24.636,0.0,0.0,0.0,675.02,339.832,916.054
326,2026-05-12T21:59:57.532847+00:00,instagram,ISL,12.85,23.322,12.85,0.9753,0.0247,15.385,32.846,0.681,0.319,0.2111,0.475,0,0.9667,0.0167,0.0167,0.916,0.5333,-0.05835,-0.11587,0,0.9667,0.0167,0.0167,0.407,0.4167,-0.05932,-0.15357,0,0.8679,0.0661,0.0661,4.962,0.8889,0.29619,0.28759,6.285,21.67,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8726,0.0637,0.0637,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,22.853,0.0,0.0,0.0,675.02,339.832,916.054
327,2026-05-12T22:00:07.558984+00:00,instagram,ISL,22.487,21.573,22.487,0.9753,0.0247,25.009,31.179,0.5549,0.4451,0.2071,0.4795,0,0.9667,0.0167,0.0167,1.022,0.5333,-0.04777,-0.09384,0,0.9667,0.0167,0.0167,0.356,0.4167,-0.06443,-0.16798,0,0.8726,0.0637,0.0637,5.593,0.8889,0.35927,0.33945,6.971,31.98,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8769,0.0615,0.0615,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,31.909,0.0,0.0,0.07,675.02,339.832,916.125
328,2026-05-12T22:00:17.579373+00:00,instagram,ISL,16.366,25.948,16.366,0.9753,0.0247,18.878,35.637,0.6537,0.3463,0.204,0.484,0,0.9667,0.0167,0.0167,0.616,0.5333,-0.08836,-0.18112,0,0.9667,0.0167,0.0167,0.679,0.4167,-0.03215,-0.08029,0,0.8769,0.0615,0.0615,5.475,0.8889,0.34752,0.33,6.77,25.648,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8812,0.0594,0.0594,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,26.346,0.0,0.0,0.0,675.02,339.832,916.125
329,2026-05-12T22:00:27.591316+00:00,instagram,ISL,12.647,22.522,12.647,0.9753,0.0247,15.152,32.295,0.6806,0.3194,0.2018,0.4883,0,0.9667,0.0167,0.0167,0.711,0.5333,-0.07888,-0.16004,0,0.9667,0.0167,0.0167,0.756,0.4167,-0.0244,-0.06033,0,0.8812,0.0594,0.0594,5.419,0.8889,0.34194,0.32547,6.887,22.039,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8853,0.0574,0.0573,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,22.62,0.0,0.0,0.0,675.02,339.832,916.125
330,2026-05-12T22:00:37.619653+00:00,instagram,ISL,13.325,24.046,13.325,0.9753,0.0247,15.827,33.902,0.6817,0.3183,0.2004,0.4927,0,0.9667,0.0167,0.0167,0.57,0.5333,-0.09304,-0.1917,0,0.9667,0.0167,0.0167,0.538,0.4167,-0.04617,-0.11744,0,0.8853,0.0574,0.0573,5.739,0.8889,0.37392,0.35112,6.847,22.674,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8892,0.0554,0.0554,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,23.294,0.0,0.0,0.0,675.02,339.832,916.125
331,2026-05-12T22:00:47.643799+00:00,instagram,ISL,16.41,22.104,16.41,0.9754,0.0246,18.91,32.043,0.6289,0.3711,0.2,0.4969,0,0.9667,0.0167,0.0167,0.629,0.5333,-0.08712,-0.17835,0,0.9667,0.0167,0.0167,0.452,0.4167,-0.05478,-0.14096,0,0.8892,0.0554,0.0554,5.294,0.8889,0.32943,0.31525,6.375,25.285,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8931,0.0534,0.0534,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,26.377,0.0,0.0,0.0,675.02,339.832,916.125
332,2026-05-12T22:00:57.651113+00:00,instagram,ISL,13.946,20.466,13.946,0.9754,0.0246,16.447,30.489,0.6496,0.3504,0.2004,0.5011,0,0.9667,0.0167,0.0167,0.929,0.5333,-0.05709,-0.11323,0,0.9667,0.0167,0.0167,0.352,0.4167,-0.06475,-0.16889,0,0.8931,0.0534,0.0534,7.805,0.8889,0.58047,0.50261,9.086,25.534,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8963,0.0519,0.0518,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,23.915,0.0,1.619,1.619,675.02,341.45,917.743
333,2026-05-12T22:01:07.675853+00:00,instagram,ISL,24.768,26.245,24.768,0.9754,0.0246,27.274,36.352,0.5713,0.4287,0.2018,0.5053,0,0.9667,0.0167,0.0167,1.022,0.5333,-0.04779,-0.09388,0,0.9667,0.0167,0.0167,0.428,0.4167,-0.05723,-0.14775,0,0.8963,0.0519,0.0518,6.457,0.8889,0.44574,0.40644,7.907,35.181,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8997,0.0502,0.0501,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,34.742,0.0,0.44,0.44,675.02,341.89,918.183
334,2026-05-12T22:01:17.677771+00:00,instagram,ISL,22.242,14.837,22.242,0.9754,0.0246,24.755,25.028,0.5027,0.4973,0.204,0.5094,0,0.9667,0.0167,0.0167,0.933,0.5333,-0.05667,-0.11233,0,0.9667,0.0167,0.0167,0.486,0.4167,-0.05138,-0.13159,0,0.8997,0.0502,0.0501,4.935,0.8889,0.2935,0.28532,6.355,31.11,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9034,0.0483,0.0483,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,25.758,0.0,0.0,5.352,675.02,341.89,923.534
335,2026-05-12T22:01:27.697961+00:00,instagram,ISL,16.992,25.879,16.992,0.9754,0.0246,19.515,36.153,0.6494,0.3506,0.2071,0.5134,0,0.9667,0.0167,0.0167,0.617,0.5333,-0.0883,-0.18099,0,0.9667,0.0167,0.0167,0.376,0.4167,-0.06244,-0.16234,0,0.9034,0.0483,0.0483,5.237,0.8889,0.32368,0.31053,6.23,25.744,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9069,0.0466,0.0465,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,26.982,0.0,0.0,0.0,675.02,341.89,923.534
336,2026-05-12T22:01:37.722658+00:00,instagram,ISL,14.972,23.386,14.972,0.9754,0.0246,17.507,33.744,0.6584,0.3416,0.2111,0.5173,0,0.9667,0.0167,0.0167,0.739,0.5333,-0.0761,-0.15395,0,0.9667,0.0167,0.0167,0.26,0.4167,-0.074,-0.19552,0,0.9069,0.0466,0.0465,5.474,0.8889,0.34741,0.3299,6.473,23.98,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9102,0.0449,0.0449,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,24.975,0.0,0.0,0.0,675.02,341.89,923.534
337,2026-05-12T22:01:47.746231+00:00,instagram,ISL,14.931,20.25,14.931,0.9754,0.0246,17.482,30.692,0.6371,0.3629,0.2159,0.5211,0,0.9667,0.0167,0.0167,0.883,0.5333,-0.0617,-0.12295,0,0.9667,0.0167,0.0167,0.743,0.4167,-0.02569,-0.06363,0,0.9102,0.0449,0.0449,5.565,0.8889,0.35649,0.33722,7.191,24.673,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9134,0.0433,0.0433,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,24.95,0.0,0.0,0.0,675.02,341.89,923.534
