ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,trgsat_bg,tn_bg,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
118,2026-05-12T21:25:13.169833+00:00,mixed,ISL,20.189,14.565,20.189,0.5,0.5,23.992,24.755,0.5078,0.4922,0.4742,0.5094,1,0.5,0.5,0.0,1.41,0.6095,-0.00902,-0.0119,2,0.3333,0.3333,0.3333,1.847,0.6667,0.08473,0.09684,0,0.5,0.5,0.0,0.948,0.5333,-0.10519,-0.17172,4.205,28.197,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,25.394,0.0,1.566,2.803,741.131,282.372,922.923
119,2026-05-12T21:25:23.186774+00:00,mixed,ISL,10.778,22.682,10.778,0.5,0.5,14.707,32.788,0.6903,0.3097,0.491,0.5053,1,0.5,0.5,0.0,3.299,0.6095,0.17995,0.21203,1,0.3333,0.3333,0.3333,0.569,0.4444,-0.04312,-0.08079,1,0.5,0.5,0.0,5.145,0.8,0.3145,0.27346,9.013,23.721,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,17.346,0.0,6.374,6.374,741.131,288.746,929.298
120,2026-05-12T21:25:33.208649+00:00,youtube,GND,19.501,26.143,26.143,0.5,0.5,23.566,36.166,0.6055,0.3945,0.508,0.5011,2,0.3333,0.3333,0.3333,1.421,0.5333,0.0921,0.11412,0,0.3333,0.3333,0.3333,0.236,0.125,-0.00642,-0.03662,2,0.3333,0.3333,0.3333,0.355,0.35,-0.00455,-0.00914,2.011,38.177,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,26.335,12.6,1.348,11.842,753.731,290.095,941.139
121,2026-05-12T21:25:43.212879+00:00,youtube,GND,7.103,16.474,16.474,0.5,0.5,11.314,26.414,0.7001,0.2999,0.525,0.4969,0,0.3333,0.3333,0.3333,0.28,0.16,-0.02202,-0.10129,1,0.3333,0.3333,0.3333,0.567,0.2,0.02666,0.08921,2,0.3333,0.3333,0.3333,0.66,0.35,0.02604,0.05076,1.507,27.92,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,14.083,15.1,0.844,13.837,768.83,290.938,954.976
122,2026-05-12T21:25:53.245620+00:00,youtube,ISL,19.051,20.798,19.051,0.5,0.5,23.418,30.654,0.5669,0.4331,0.542,0.4927,2,0.3333,0.3333,0.3333,24.325,0.9333,2.2825,0.99764,2,0.3333,0.3333,0.3333,1.846,0.5833,0.08458,0.09667,1,0.5,0.5,0.0,4.973,0.8167,0.29732,0.22701,31.144,54.562,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,26.188,0.0,28.374,28.374,768.83,319.313,983.351
123,2026-05-12T21:26:03.259287+00:00,youtube,ISL,12.896,9.44,12.896,0.5,0.5,17.43,19.213,0.5243,0.4757,0.559,0.4883,0,0.3333,0.3333,0.3333,0.699,0.3733,-0.08008,-0.1627,0,0.3333,0.3333,0.3333,0.279,0.2917,-0.07213,-0.19008,0,0.5,0.5,0.0,1.702,0.5444,-0.02976,-0.03901,2.68,20.111,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,19.876,0.0,0.0,0.235,768.83,319.313,983.586
124,2026-05-12T21:26:13.273921+00:00,youtube,ISL,22.596,15.173,22.596,0.5,0.5,27.311,24.862,0.4765,0.5235,0.5758,0.484,0,0.3333,0.3333,0.3333,1.135,0.3733,-0.0365,-0.0709,0,0.3333,0.3333,0.3333,0.859,0.2917,-0.01413,-0.03451,0,0.5,0.5,0.0,1.246,0.5444,-0.0754,-0.10197,3.24,30.551,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,25.525,2.449,0.47,5.026,771.279,319.783,988.612
125,2026-05-12T21:26:23.266243+00:00,youtube,ISL,21.544,25.433,21.544,0.5,0.5,26.453,35.04,0.5698,0.4302,0.5926,0.4795,2,0.3333,0.3333,0.3333,20.466,0.9333,1.89655,0.88476,0,0.3333,0.3333,0.3333,1.365,0.2917,0.03647,0.08391,0,0.5,0.5,0.0,0.781,0.5444,-0.1219,-0.17047,22.611,49.064,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,29.223,0.0,19.841,19.841,771.279,339.624,1008.453
126,2026-05-12T21:26:33.288843+00:00,youtube,GND,11.502,19.954,19.954,0.5,0.5,16.619,29.478,0.6395,0.3605,0.6091,0.475,0,0.3333,0.3333,0.3333,0.176,0.16,-0.03245,-0.15311,1,0.3333,0.3333,0.3333,0.229,0.2,-0.00707,-0.02507,2,0.3333,0.3333,0.3333,0.457,0.35,0.00573,0.01139,0.862,30.34,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,19.388,12.86,0.199,10.952,784.139,339.823,1019.405
127,2026-05-12T21:26:43.307403+00:00,youtube,GND,17.185,26.564,26.564,0.5,0.5,22.524,36.006,0.6152,0.3848,0.6254,0.4704,1,0.3333,0.3333,0.3333,0.713,0.2667,0.02128,0.05435,1,0.3333,0.3333,0.3333,0.114,0.2,-0.01862,-0.0674,0,0.3333,0.3333,0.3333,0.184,0.14,-0.0216,-0.11429,1.011,37.016,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,25.294,13.482,0.348,11.723,797.621,340.171,1031.128
128,2026-05-12T21:26:53.317381+00:00,youtube,GND,12.598,23.513,23.513,0.5,0.5,18.176,32.874,0.6439,0.3561,0.6415,0.4658,2,0.3333,0.3333,0.3333,1.768,0.5333,0.12682,0.15397,2,0.3333,0.3333,0.3333,0.268,0.3333,-0.0032,-0.00674,2,0.3333,0.3333,0.3333,0.526,0.35,0.01261,0.0249,2.562,35.436,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,20.946,14.697,1.899,14.49,812.318,342.07,1045.617
129,2026-05-12T21:27:03.337654+00:00,youtube,ISL,13.211,24.038,13.211,0.5,0.5,19.046,33.317,0.6363,0.3637,0.6572,0.4612,2,0.3333,0.3333,0.3333,20.365,0.9333,1.88651,0.88165,1,0.3333,0.3333,0.3333,0.462,0.3889,-0.05385,-0.10195,1,0.5,0.5,0.0,6.683,0.8167,0.46831,0.33748,27.51,46.555,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,21.815,0.0,24.74,24.74,812.318,366.81,1070.357
130,2026-05-12T21:27:13.341674+00:00,youtube,GND,19.369,24.308,24.308,0.5,0.5,25.476,33.507,0.5681,0.4319,0.6725,0.4564,1,0.3333,0.3333,0.3333,0.396,0.2667,-0.01043,-0.02775,0,0.3333,0.3333,0.3333,0.116,0.125,-0.01843,-0.1089,2,0.3333,0.3333,0.3333,2.231,0.35,0.18311,0.31205,2.743,36.249,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,28.246,8.03,2.08,8.003,820.348,368.89,1078.361
131,2026-05-12T21:27:23.355668+00:00,youtube,GND,24.38,25.603,25.603,0.5,0.5,30.78,34.722,0.5301,0.4699,0.6875,0.4517,1,0.3333,0.3333,0.3333,0.254,0.2667,-0.0246,-0.06675,1,0.3333,0.3333,0.3333,0.116,0.2,-0.0184,-0.06655,2,0.3333,0.3333,0.3333,0.986,0.35,0.05862,0.11087,1.356,36.078,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,33.549,3.942,0.693,2.529,824.291,369.583,1080.89
132,2026-05-12T21:27:33.375204+00:00,youtube,GND,14.51,14.509,14.509,0.5,0.5,21.222,23.549,0.526,0.474,0.702,0.4469,1,0.3333,0.3333,0.3333,0.23,0.2667,-0.02703,-0.0736,1,0.3333,0.3333,0.3333,0.416,0.2,0.01157,0.03969,0,0.3333,0.3333,0.3333,0.223,0.14,-0.01772,-0.09279,0.868,24.417,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,23.992,2.327,0.205,0.425,826.617,369.788,1081.315
133,2026-05-12T21:27:43.381358+00:00,youtube,ISL,23.728,24.336,23.728,0.5,0.5,30.771,33.297,0.5197,0.4803,0.716,0.442,2,0.3333,0.3333,0.3333,20.523,0.9333,1.90232,0.88655,2,0.3333,0.3333,0.3333,2.676,0.5833,0.16756,0.18321,1,0.5,0.5,0.0,6.413,0.8167,0.44132,0.32083,29.612,60.383,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,33.541,0.0,26.842,26.842,826.617,396.631,1108.157
134,2026-05-12T21:27:53.399065+00:00,youtube,ISL,20.052,25.552,20.052,0.5,0.5,27.446,34.435,0.5565,0.4435,0.7295,0.4371,1,0.3333,0.3333,0.3333,1.319,0.5333,-0.01808,-0.02401,2,0.3333,0.3333,0.3333,2.384,0.5833,0.13839,0.15364,1,0.5,0.5,0.0,4.712,0.8167,0.27122,0.20902,8.415,35.862,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,30.216,0.0,5.646,5.646,826.617,402.276,1113.803
135,2026-05-12T21:28:03.411679+00:00,browsing,GND,11.552,17.627,17.627,0.5,0.5,19.318,26.434,0.5778,0.4222,0.7425,0.4322,1,0.3333,0.3333,0.3333,0.77,0.3429,0.02701,0.0685,1,0.3333,0.3333,0.3333,0.144,0.2571,-0.01559,-0.05609,0,0.3333,0.3333,0.3333,0.07,0.1414,-0.03302,-0.2359,0.984,27.418,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,22.005,7.115,0.353,5.413,833.733,402.629,1119.216
136,2026-05-12T21:28:13.423965+00:00,browsing,GND,16.019,22.4,22.4,0.5,0.5,24.176,31.13,0.5629,0.4371,0.7548,0.4273,0,0.3333,0.3333,0.3333,0.326,0.2057,-0.01741,-0.07921,2,0.3333,0.3333,0.3333,0.453,0.4286,0.01527,0.03157,0,0.3333,0.3333,0.3333,0.322,0.1414,-0.00785,-0.05122,1.1,32.231,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,26.863,6.954,0.469,5.368,840.687,403.099,1124.584
137,2026-05-12T21:28:23.433025+00:00,browsing,GND,17.208,22.238,22.238,0.5,0.5,25.774,30.892,0.5452,0.4548,0.7665,0.4223,1,0.3333,0.3333,0.3333,0.725,0.3429,0.0225,0.05739,1,0.3333,0.3333,0.3333,0.401,0.2571,0.01006,0.0346,1,0.3333,0.3333,0.3333,0.267,0.2357,-0.01335,-0.05231,1.392,32.284,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,28.46,5.118,0.761,3.824,845.805,403.86,1128.408
138,2026-05-12T21:28:33.441385+00:00,browsing,ISL,9.507,19.24,9.507,0.5,0.5,18.499,27.82,0.6006,0.3994,0.7776,0.4172,0,0.5,0.5,0.0,0.619,0.48,-0.08809,-0.18053,2,0.3333,0.3333,0.3333,4.372,0.75,0.33721,0.33979,1,0.5,0.5,0.0,7.85,0.825,0.58497,0.49357,12.841,31.34,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,21.185,0.0,10.154,10.154,845.805,414.015,1138.562
139,2026-05-12T21:28:43.445964+00:00,browsing,GND,15.429,20.827,20.827,0.5,0.5,24.859,29.333,0.5413,0.4587,0.7879,0.4122,1,0.3333,0.3333,0.3333,0.671,0.3429,0.01712,0.04396,1,0.3333,0.3333,0.3333,0.203,0.2571,-0.00967,-0.03443,2,0.3333,0.3333,0.3333,0.234,0.3536,-0.01659,-0.04314,1.109,30.442,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,27.546,4.474,0.478,2.896,850.279,414.492,1141.458
140,2026-05-12T21:28:53.454659+00:00,browsing,ISL,13.701,14.096,13.701,0.5,0.5,23.581,22.529,0.4886,0.5114,0.7976,0.4071,0,0.5,0.5,0.0,1.584,0.48,0.0084,0.01563,1,0.3333,0.3333,0.3333,0.772,0.5,-0.02275,-0.04182,1,0.5,0.5,0.0,5.821,0.825,0.38213,0.34845,8.178,31.759,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,23.16,1.052,5.491,8.599,851.331,419.984,1150.057
141,2026-05-12T21:29:03.468465+00:00,browsing,ISL,26.492,23.631,26.492,0.5,0.5,36.826,31.992,0.4649,0.5351,0.8065,0.402,1,0.5,0.5,0.0,2.012,0.6857,0.05121,0.06505,1,0.3333,0.3333,0.3333,0.571,0.5,-0.04289,-0.08035,1,0.5,0.5,0.0,5.0,0.825,0.29998,0.28311,7.583,44.409,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,32.623,4.834,4.897,11.786,856.165,424.88,1161.843
142,2026-05-12T21:29:13.486150+00:00,browsing,ISL,18.852,20.111,18.852,0.5,0.5,29.638,28.4,0.4893,0.5107,0.8146,0.3968,0,0.5,0.5,0.0,1.301,0.48,-0.01987,-0.03796,0,0.3333,0.3333,0.3333,1.682,0.375,0.06819,0.15156,1,0.5,0.5,0.0,6.145,0.825,0.41449,0.37306,9.128,38.766,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,29.031,1.237,6.442,9.734,857.402,431.322,1171.578
143,2026-05-12T21:29:23.504905+00:00,browsing,ISL,14.839,20.45,14.839,0.5,0.5,26.068,28.669,0.5238,0.4762,0.8219,0.3917,1,0.5,0.5,0.0,1.553,0.6857,0.00531,0.00695,2,0.3333,0.3333,0.3333,5.941,0.75,0.49407,0.46555,0,0.5,0.5,0.0,1.815,0.55,-0.01853,-0.0308,9.309,35.377,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,28.755,0.0,6.622,6.622,857.402,437.944,1178.2
144,2026-05-12T21:29:33.518389+00:00,browsing,ISL,18.076,21.166,18.076,0.5,0.5,29.732,29.316,0.4965,0.5035,0.8284,0.3865,1,0.5,0.5,0.0,1.556,0.6857,0.00559,0.00731,0,0.3333,0.3333,0.3333,0.321,0.375,-0.06792,-0.17794,1,0.5,0.5,0.0,3.921,0.825,0.19208,0.19024,5.797,35.53,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,29.947,0.416,3.111,5.582,857.818,441.055,1183.782
145,2026-05-12T21:29:43.518689+00:00,browsing,GND,7.23,16.484,16.484,0.5,0.5,19.285,24.566,0.5602,0.4398,0.8341,0.3813,1,0.3333,0.3333,0.3333,0.49,0.3429,-0.001,-0.00263,0,0.3333,0.3333,0.3333,0.282,0.1607,-0.00183,-0.01033,0,0.3333,0.3333,0.3333,0.032,0.1414,-0.0368,-0.26681,0.804,25.37,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,21.971,5.281,0.173,3.399,863.099,441.228,1187.181
146,2026-05-12T21:29:53.537394+00:00,browsing,ISL,16.531,25.738,16.531,0.5,0.5,28.947,33.753,0.5383,0.4617,0.8389,0.3761,1,0.5,0.5,0.0,1.688,0.6857,0.01878,0.02435,1,0.3333,0.3333,0.3333,1.225,0.5,0.02247,0.03964,1,0.5,0.5,0.0,5.028,0.825,0.3028,0.28543,7.941,36.888,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,31.634,0.0,5.254,5.254,863.099,446.482,1192.435
147,2026-05-12T21:30:03.550821+00:00,browsing,ISL,12.63,22.195,12.63,0.5,0.5,25.361,30.143,0.5431,0.4569,0.8429,0.3709,0,0.5,0.5,0.0,1.572,0.48,0.00717,0.01335,1,0.3333,0.3333,0.3333,2.25,0.5,0.125,0.20294,0,0.5,0.5,0.0,1.033,0.55,-0.09671,-0.17228,4.855,30.216,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,28.047,0.0,2.168,2.168,863.099,448.65,1194.603
148,2026-05-12T21:30:13.573893+00:00,browsing,GND,18.728,23.788,23.788,0.5,0.5,31.715,31.671,0.4997,0.5003,0.846,0.3657,2,0.3333,0.3333,0.3333,2.419,0.6857,0.19191,0.22465,1,0.3333,0.3333,0.3333,0.093,0.2571,-0.02068,-0.07515,0,0.3333,0.3333,0.3333,0.18,0.1414,-0.02199,-0.15078,2.692,34.363,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,32.302,0.0,2.061,2.061,863.099,450.712,1196.665
149,2026-05-12T21:30:23.583905+00:00,browsing,ISL,16.835,26.067,16.835,0.5,0.5,30.012,33.885,0.5303,0.4697,0.8482,0.3605,0,0.5,0.5,0.0,0.559,0.48,-0.09412,-0.19416,0,0.3333,0.3333,0.3333,2.022,0.375,0.10218,0.21932,0,0.5,0.5,0.0,1.121,0.55,-0.08792,-0.15534,3.701,33.714,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,32.699,0.0,1.015,1.015,863.099,451.727,1197.68
150,2026-05-12T21:30:33.593557+00:00,mixed,ISL,15.058,22.488,15.058,0.5,0.5,28.352,30.242,0.5161,0.4839,0.8496,0.3552,0,0.5,0.5,0.0,0.615,0.4267,-0.08847,-0.18138,0,0.3333,0.3333,0.3333,0.477,0.3333,-0.05227,-0.13404,0,0.5,0.5,0.0,1.68,0.5333,-0.03201,-0.04921,2.772,31.125,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,30.881,0.0,0.133,0.244,863.099,451.86,1197.923
151,2026-05-12T21:30:43.595264+00:00,mixed,ISL,19.899,25.186,19.899,0.5,0.5,33.232,32.879,0.4973,0.5027,0.85,0.35,1,0.5,0.5,0.0,1.646,0.6095,0.01459,0.01897,0,0.3333,0.3333,0.3333,0.432,0.3333,-0.05685,-0.14669,0,0.5,0.5,0.0,0.627,0.5333,-0.13729,-0.2306,2.705,35.937,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,33.517,0.354,0.065,2.42,863.453,451.925,1200.343
152,2026-05-12T21:30:53.608528+00:00,mixed,GND,11.071,20.692,20.692,0.5,0.5,24.365,28.323,0.5376,0.4624,0.8496,0.3448,0,0.3333,0.3333,0.3333,0.265,0.1829,-0.02347,-0.10836,0,0.3333,0.3333,0.3333,0.183,0.1429,-0.01172,-0.06786,0,0.3333,0.3333,0.3333,0.063,0.1371,-0.03368,-0.21873,0.511,28.835,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,27.004,3.958,0.0,1.831,867.412,451.925,1202.173
153,2026-05-12T21:31:03.628129+00:00,mixed,GND,16.214,20.958,20.958,0.5,0.5,29.391,28.528,0.4926,0.5074,0.8482,0.3395,2,0.3333,0.3333,0.3333,1.497,0.6095,0.09968,0.12295,2,0.3333,0.3333,0.3333,0.318,0.381,0.00175,0.00367,2,0.3333,0.3333,0.3333,0.761,0.3429,0.03609,0.08086,2.575,31.104,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,29.167,0.0,1.937,1.937,867.412,453.862,1204.11
154,2026-05-12T21:31:13.635353+00:00,mixed,GND,16.247,22.129,22.129,0.5,0.5,29.234,29.64,0.5034,0.4966,0.846,0.3343,1,0.3333,0.3333,0.3333,0.196,0.3048,-0.03043,-0.08324,0,0.3333,0.3333,0.3333,0.431,0.1429,0.01308,0.07068,1,0.3333,0.3333,0.3333,0.327,0.2286,-0.00734,-0.02602,0.953,30.593,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,30.278,0.405,0.315,0.315,867.817,454.176,1204.424
155,2026-05-12T21:31:23.641709+00:00,mixed,GND,14.947,22.315,22.315,0.5,0.5,27.678,29.768,0.5182,0.4818,0.8429,0.3291,0,0.3333,0.3333,0.3333,0.862,0.1829,0.03622,0.14708,0,0.3333,0.3333,0.3333,0.099,0.1429,-0.02008,-0.1193,0,0.3333,0.3333,0.3333,0.047,0.1371,-0.03533,-0.23082,1.008,30.776,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,30.317,2.09,0.369,0.459,869.907,454.546,1204.883
156,2026-05-12T21:31:33.654300+00:00,mixed,GND,19.393,24.344,24.344,0.5,0.5,31.81,31.739,0.4994,0.5006,0.8389,0.3239,2,0.3333,0.3333,0.3333,1.86,0.6095,0.13605,0.1643,1,0.3333,0.3333,0.3333,0.836,0.2286,0.05357,0.17183,0,0.3333,0.3333,0.3333,0.11,0.1371,-0.02897,-0.18508,2.806,34.546,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,32.378,0.0,2.168,2.168,869.907,456.714,1207.051
157,2026-05-12T21:31:43.673563+00:00,mixed,ISL,16.137,22.522,16.137,0.5,0.5,28.192,29.86,0.5144,0.4856,0.8341,0.3187,1,0.5,0.5,0.0,1.472,0.6095,-0.00277,-0.00364,2,0.3333,0.3333,0.3333,1.81,0.6667,0.081,0.09276,0,0.5,0.5,0.0,0.771,0.5333,-0.12286,-0.2037,4.054,32.246,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,30.499,0.0,1.415,1.747,869.907,458.128,1208.797
158,2026-05-12T21:31:53.684686+00:00,mixed,ISL,20.729,20.781,20.729,0.5,0.5,32.384,28.064,0.4643,0.5357,0.8284,0.3135,1,0.5,0.5,0.0,2.775,0.6095,0.12749,0.15472,2,0.3333,0.3333,0.3333,3.854,0.6667,0.28539,0.29451,0,0.5,0.5,0.0,0.796,0.5333,-0.12042,-0.19921,7.425,39.809,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,28.702,4.321,4.785,11.107,874.227,462.914,1219.904
159,2026-05-12T21:32:03.699589+00:00,mixed,GND,13.322,22.664,22.664,0.5,0.5,24.551,29.893,0.5491,0.4509,0.8219,0.3083,2,0.3333,0.3333,0.3333,1.212,0.6095,0.07119,0.08933,0,0.3333,0.3333,0.3333,0.126,0.1429,-0.01741,-0.1026,2,0.3333,0.3333,0.3333,1.062,0.3429,0.06615,0.14354,2.399,32.292,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,27.191,5.342,1.761,5.102,879.569,464.674,1225.006
160,2026-05-12T21:32:13.709501+00:00,mixed,ISL,18.728,23.801,18.728,0.5,0.5,29.514,30.976,0.5121,0.4879,0.8146,0.3032,1,0.5,0.5,0.0,2.003,0.6095,0.05026,0.06389,2,0.3333,0.3333,0.3333,2.016,0.6667,0.10157,0.11501,1,0.5,0.5,0.0,6.428,0.8,0.44278,0.36657,10.446,39.96,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,31.615,0.0,7.807,8.345,879.569,472.481,1233.351
161,2026-05-12T21:32:23.730517+00:00,mixed,ISL,15.762,26.217,15.762,0.5,0.5,26.096,33.34,0.5609,0.4391,0.8065,0.298,1,0.5,0.5,0.0,1.586,0.6095,0.00863,0.01126,2,0.3333,0.3333,0.3333,2.668,0.6667,0.16675,0.18241,0,0.5,0.5,0.0,0.701,0.5333,-0.1299,-0.21673,4.955,31.05,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,28.735,0.0,2.316,2.316,879.569,474.797,1235.667
